profile,attempt,phase,recommended_method,recommended_label,selected_method,method_label,exercise_id,skill_id,correct,response_time_ms,p_l_after,method_q,method_uses
balanceado,15,personalización,M4_fonetico,Fonético,M4_fonetico,Fonético,ex_vocal_e_002,vocal_e,0,7526,0.2243,0.6083,12
balanceado,16,personalización,M4_fonetico,Fonético,M4_fonetico,Fonético,ex_vocal_e_002,vocal_e,1,3202,0.6176,0.6385,13
balanceado,17,personalización,M4_fonetico,Fonético,M4_fonetico,Fonético,ex_vocal_i_002,vocal_i,0,7176,0.2243,0.5929,14
balanceado,18,personalización,M4_fonetico,Fonético,M4_fonetico,Fonético,ex_vocal_i_002,vocal_i,1,5117,0.6176,0.62,15
balanceado,19,personalización,M4_fonetico,Fonético,M4_fonetico,Fonético,ex_vocal_u_002,vocal_u,1,3047,0.8493,0.6438,16
balanceado,20,personalización,M4_fonetico,Fonético,M4_fonetico,Fonético,ex_vocal_a_002,vocal_a,1,4257,0.8922,0.6647,17
balanceado,21,exploración controlada,M4_fonetico,Fonético,M1_visual,Visual,ex_vocal_o_001,vocal_o,0,6909,0.2846,0.0,4
balanceado,22,personalización,M4_fonetico,Fonético,M4_fonetico,Fonético,ex_vocal_o_002,vocal_o,1,3438,0.6846,0.6833,18
balanceado,23,exploración controlada,M4_fonetico,Fonético,M4_fonetico,Fonético,ex_vocal_e_002,vocal_e,0,7095,0.2678,0.6474,19
balanceado,24,personalización,M4_fonetico,Fonético,M4_fonetico,Fonético,ex_vocal_e_002,vocal_e,1,5746,0.6674,0.665,20
balanceado,25,personalización,M4_fonetico,Fonético,M4_fonetico,Fonético,ex_vocal_i_002,vocal_i,0,7421,0.2678,0.6333,21
balanceado,26,personalización,M4_fonetico,Fonético,M4_fonetico,Fonético,ex_vocal_i_002,vocal_i,1,1647,0.6405,0.65,22
balanceado,27,personalización,M4_fonetico,Fonético,M4_fonetico,Fonético,ex_vocal_i_002,vocal_i,1,5558,0.8904,0.6652,23
balanceado,28,personalización,M4_fonetico,Fonético,M4_fonetico,Fonético,ex_vocal_e_002,vocal_e,1,2899,0.9123,0.6792,24
balanceado,29,personalización,M4_fonetico,Fonético,M4_fonetico,Fonético,ex_vocal_o_002,vocal_o,0,6613,0.3078,0.652,25
balanceado,30,exploración controlada,M4_fonetico,Fonético,M1_visual,Visual,ex_vocal_u_001,vocal_u,0,6138,0.4838,0.0,5
balanceado,31,exploración controlada,M4_fonetico,Fonético,M4_fonetico,Fonético,ex_vocal_o_002,vocal_o,1,3092,0.7068,0.6654,26
balanceado,32,exploración controlada,M4_fonetico,Fonético,M4_fonetico,Fonético,ex_vocal_u_002,vocal_u,1,4388,0.8313,0.6778,27
balanceado,33,exploración controlada,M4_fonetico,Fonético,M4_fonetico,Fonético,ex_vocal_o_002,vocal_o,1,5421,0.9257,0.6893,28
balanceado,34,personalización,M4_fonetico,Fonético,M4_fonetico,Fonético,ex_vocal_u_002,vocal_u,1,4435,0.962,0.7,29
balanceado,35,personalización,M4_fonetico,Fonético,M4_fonetico,Fonético,ex_vocal_i_002,vocal_i,1,3761,0.9733,0.71,30
balanceado,36,personalización,M4_fonetico,Fonético,M4_fonetico,Fonético,ex_vocal_a_002,vocal_a,1,4370,0.977,0.7194,31
balanceado,37,personalización,M4_fonetico,Fonético,M4_fonetico,Fonético,ex_vocal_e_002,vocal_e,1,3579,0.98,0.7281,32
balanceado,38,personalización,M4_fonetico,Fonético,M4_fonetico,Fonético,ex_vocal_o_002,vocal_o,0,7494,0.656,0.7061,33
balanceado,39,personalización,M4_fonetico,Fonético,M4_fonetico,Fonético,ex_vocal_o_002,vocal_o,1,1796,0.8967,0.7147,34
balanceado,40,personalización,M4_fonetico,Fonético,M4_fonetico,Fonético,ex_vocal_o_002,vocal_o,1,3666,0.975,0.7229,35
alta_variabilidad,1,exploración,,,M1_visual,Visual,ex_vocal_a_001,vocal_a,0,5324,0.1552,0.15,1
alta_variabilidad,2,exploración,,,M1_visual,Visual,ex_vocal_e_001,vocal_e,1,3678,0.648,0.575,2
alta_variabilidad,3,exploración,,,M1_visual,Visual,ex_vocal_i_001,vocal_i,0,7031,0.1552,0.3833,3
alta_variabilidad,4,exploración,,,M4_fonetico,Fonético,ex_vocal_a_002,vocal_a,1,4334,0.5183,1.0,1
alta_variabilidad,5,exploración,,,M4_fonetico,Fonético,ex_vocal_i_002,vocal_i,1,3695,0.5183,1.0,2
alta_variabilidad,6,exploración,,,M4_fonetico,Fonético,ex_vocal_o_002,vocal_o,1,5069,0.648,1.0,3
alta_variabilidad,7,exploración controlada,M4_fonetico,Fonético,M4_fonetico,Fonético,ex_vocal_u_002,vocal_u,1,4478,0.648,1.0,4
alta_variabilidad,8,personalización,M4_fonetico,Fonético,M4_fonetico,Fonético,ex_vocal_e_002,vocal_e,0,7471,0.2846,0.8,5
alta_variabilidad,9,personalización,M4_fonetico,Fonético,M4_fonetico,Fonético,ex_vocal_e_002,vocal_e,0,6326,0.1617,0.6667,6
alta_variabilidad,10,personalización,M4_fonetico,Fonético,M4_fonetico,Fonético,ex_vocal_e_002,vocal_e,1,4910,0.5289,0.7143,7
alta_variabilidad,11,personalización,M4_fonetico,Fonético,M4_fonetico,Fonético,ex_vocal_a_002,vocal_a,1,5131,0.8493,0.75,8
alta_variabilidad,12,personalización,M4_fonetico,Fonético,M4_fonetico,Fonético,ex_vocal_i_002,vocal_i,0,6923,0.2243,0.6667,9
alta_variabilidad,13,personalización,M4_fonetico,Fonético,M4_fonetico,Fonético,ex_vocal_i_002,vocal_i,0,7992,0.1507,0.6,10
alta_variabilidad,14,exploración controlada,M4_fonetico,Fonético,M1_visual,Visual,ex_vocal_o_001,vocal_o,1,5076,0.9052,0.5375,4
alta_variabilidad,15,exploración controlada,M4_fonetico,Fonético,M1_visual,Visual,ex_vocal_u_001,vocal_u,0,5449,0.2846,0.46,5
alta_variabilidad,16,personalización,M4_fonetico,Fonético,M4_fonetico,Fonético,ex_vocal_i_002,vocal_i,1,4618,0.5107,0.6364,11
alta_variabilidad,17,personalización,M4_fonetico,Fonético,M4_fonetico,Fonético,ex_vocal_u_002,vocal_u,1,3571,0.6846,0.6667,12
alta_variabilidad,18,personalización,M4_fonetico,Fonético,M4_fonetico,Fonético,ex_vocal_i_002,vocal_i,0,7125,0.2216,0.6154,13
alta_variabilidad,19,personalización,M4_fonetico,Fonético,M4_fonetico,Fonético,ex_vocal_i_002,vocal_i,1,4658,0.6142,0.6429,14
alta_variabilidad,20,personalización,M4_fonetico,Fonético,M4_fonetico,Fonético,ex_vocal_e_002,vocal_e,1,5008,0.8546,0.6667,15
alta_variabilidad,21,personalización,M4_fonetico,Fonético,M4_fonetico,Fonético,ex_vocal_i_002,vocal_i,1,5502,0.8922,0.6875,16
alta_variabilidad,22,exploración controlada,M4_fonetico,Fonético,M1_visual,Visual,ex_vocal_u_001,vocal_u,0,5861,0.3078,0.4083,6
alta_variabilidad,23,personalización,M4_fonetico,Fonético,M4_fonetico,Fonético,ex_vocal_u_002,vocal_u,1,4634,0.7068,0.7059,17
alta_variabilidad,24,personalización,M4_fonetico,Fonético,M4_fonetico,Fonético,ex_vocal_u_002,vocal_u,0,7690,0.3238,0.6667,18
alta_variabilidad,25,personalización,M4_fonetico,Fonético,M4_fonetico,Fonético,ex_vocal_u_002,vocal_u,1,4281,0.721,0.6842,19
alta_variabilidad,26,personalización,M4_fonetico,Fonético,M4_fonetico,Fonético,ex_vocal_u_002,vocal_u,1,2189,0.9308,0.7,20
alta_variabilidad,27,personalización,M4_fonetico,Fonético,M4_fonetico,Fonético,ex_vocal_a_002,vocal_a,1,3219,0.9666,0.7143,21
alta_variabilidad,28,personalización,M4_fonetico,Fonético,M4_fonetico,Fonético,ex_vocal_e_002,vocal_e,1,4188,0.9679,0.7273,22
alta_variabilidad,29,exploración controlada,M4_fonetico,Fonético,M1_visual,Visual,ex_vocal_i_001,vocal_i,0,6314,0.5675,0.35,7
alta_variabilidad,30,personalización,M4_fonetico,Fonético,M4_fonetico,Fonético,ex_vocal_i_002,vocal_i,0,5643,0.244,0.7022,23
alta_variabilidad,31,personalización,M4_fonetico,Fonético,M4_fonetico,Fonético,ex_vocal_i_002,vocal_i,1,3952,0.6411,0.7146,24
alta_variabilidad,32,personalización,M4_fonetico,Fonético,M4_fonetico,Fonético,ex_vocal_i_002,vocal_i,0,6817,0.2807,0.686,25
alta_variabilidad,33,personalización,M4_fonetico,Fonético,M4_fonetico,Fonético,ex_vocal_i_002,vocal_i,1,4252,0.6807,0.6981,26
alta_variabilidad,34,personalización,M4_fonetico,Fonético,M4_fonetico,Fonético,ex_vocal_i_002,vocal_i,0,7627,0.3051,0.6722,27
alta_variabilidad,35,personalización,M4_fonetico,Fonético,M4_fonetico,Fonético,ex_vocal_i_002,vocal_i,1,3912,0.7043,0.6839,28
alta_variabilidad,36,exploración controlada,M4_fonetico,Fonético,M1_visual,Visual,ex_vocal_i_001,vocal_i,0,6085,0.3219,0.3062,8
alta_variabilidad,37,personalización,M4_fonetico,Fonético,M4_fonetico,Fonético,ex_vocal_i_002,vocal_i,1,4476,0.7194,0.6948,29
alta_variabilidad,38,personalización,M4_fonetico,Fonético,M4_fonetico,Fonético,ex_vocal_i_002,vocal_i,1,5960,0.9298,0.705,30
alta_variabilidad,39,personalización,M4_fonetico,Fonético,M4_fonetico,Fonético,ex_vocal_o_002,vocal_o,0,6892,0.5989,0.6823,31
alta_variabilidad,40,personalización,M4_fonetico,Fonético,M4_fonetico,Fonético,ex_vocal_o_002,vocal_o,1,5324,0.886,0.6922,32
